"","year","id","wrkstat","evwork","PRESTG10","natcrime","health","abhlth","fear","fepresch","fammhneg","safehlth","trdunion","physhlth","mntlhlth","hlthdays","hyperten","arthrtis","diabetes","depress","misswork","hlthphys","hlthmntl","abinspay","inteduc","savejobs","spschool","hlthcare","prvdschl","strngun","conschls","immcrime","crimlose","ballot","hlthstrt","rhlthend","yr_bal_id"
"95",2014,95,"UNEMPL, LAID OFF",NA,44,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT B",NA,NA,"2014BALLOT B95"
"96",2014,96,"TEMP NOT WORKING",NA,35,NA,"good","yes","no","STRONGLY DISAGREE",NA,"Strongly Agree",NA,0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"BALLOT A",NA,NA,"2014BALLOT A96"
"97",2014,97,"TEMP NOT WORKING",NA,35,NA,"good","yes","yes","STRONGLY DISAGREE",NA,"Strongly Agree","Strongly Agree",15,2,0,"Yes","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"BALLOT A",NA,NA,"2014BALLOT A97"
"98",2014,98,"WORKING FULLTIME",NA,35,NA,"good","yes","no",NA,NA,"Strongly Agree","Strongly Agree",30,30,30,"No","Yes","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,1,"BALLOT C",NA,NA,"2014BALLOT C98"
"99",2014,99,"WORKING FULLTIME",NA,NA,NA,"good","yes","yes",NA,NA,"Strongly Agree","Disagree",0,20,20,"Yes","No","No","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT C",NA,NA,"2014BALLOT C99"
"100",2014,100,"UNEMPL, LAID OFF",NA,24,"TOO LITTLE",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"AGREE STRONGLY",NA,"BALLOT B",NA,NA,"2014BALLOT B100"
"101",2014,101,"WORKING FULLTIME",NA,40,"TOO LITTLE",NA,NA,NA,"STRONGLY DISAGREE",NA,"Disagree","Agree",0,0,0,"Yes","No","No","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT B",NA,NA,"2014BALLOT B101"
"102",2014,102,"WORKING FULLTIME",NA,57,NA,NA,NA,NA,"disagree",NA,"Strongly Agree","Strongly Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,1,"BALLOT B",NA,NA,"2014BALLOT B102"
"103",2014,103,"WORKING FULLTIME",NA,48,NA,"excellent","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT C",NA,NA,"2014BALLOT C103"
"104",2014,104,"WORKING FULLTIME",NA,47,NA,NA,NA,NA,"disagree",NA,"Strongly Agree","Agree",0,4,0,"No","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,6,"BALLOT B",NA,NA,"2014BALLOT B104"
"105",2014,105,"WORKING FULLTIME",NA,26,"ABOUT RIGHT","good","yes","no","disagree",NA,"Agree","Agree",2,2,2,"Yes","Yes","No","No",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT A",NA,NA,"2014BALLOT A105"
"106",2014,106,"WORKING FULLTIME",NA,49,"TOO LITTLE",NA,NA,NA,"disagree",NA,"Agree","Disagree",2,1,0,"No","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT B",NA,NA,"2014BALLOT B106"
"107",2014,107,"retired","yes",47,"TOO LITTLE",NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT B",NA,NA,"2014BALLOT B107"
"108",2014,108,"retired","yes",46,"TOO LITTLE",NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,"AGREE STRONGLY",NA,"BALLOT B",NA,NA,"2014BALLOT B108"
"109",2014,109,"WORKING FULLTIME",NA,70,"ABOUT RIGHT",NA,NA,NA,"STRONGLY DISAGREE",NA,"Strongly Agree",NA,0,0,0,"No","No","No","Yes",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT B",NA,NA,"2014BALLOT B109"
"110",2014,110,"WORKING FULLTIME",NA,46,"TOO LITTLE",NA,NA,NA,"disagree",NA,"Agree","Disagree",0,2,0,"No","No","No","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT B",NA,NA,"2014BALLOT B110"
"111",2014,111,"WORKING FULLTIME",NA,47,"ABOUT RIGHT","excellent","yes","no","disagree",NA,"Strongly Agree","Strongly Agree",0,3,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT A",NA,NA,"2014BALLOT A111"
"112",2014,112,"WORKING FULLTIME",NA,25,"TOO LITTLE",NA,NA,NA,"STRONGLY AGREE",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT B",NA,NA,"2014BALLOT B112"
"113",2014,113,"WORKING FULLTIME",NA,36,"TOO LITTLE",NA,"no","no","disagree",NA,"Strongly Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A113"
"114",2014,114,"WORKING FULLTIME",NA,18,"ABOUT RIGHT","fair",NA,"no",NA,NA,"Agree","Agree",0,20,14,"Yes","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT C",NA,NA,"2014BALLOT C114"
"115",2014,115,"KEEPING HOUSE","yes",24,"ABOUT RIGHT","good","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A115"
"116",2014,116,"WORKING FULLTIME",NA,64,NA,NA,NA,NA,"disagree",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT B",NA,NA,"2014BALLOT B116"
"117",2014,117,"KEEPING HOUSE","yes",53,"TOO LITTLE",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT B",NA,NA,"2014BALLOT B117"
"118",2014,118,"WORKING FULLTIME",NA,45,"ABOUT RIGHT","excellent","yes","yes","STRONGLY DISAGREE",NA,"Agree","Strongly Agree",0,3,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A118"
"119",2014,119,"WORKING FULLTIME",NA,64,NA,"excellent","yes","no","STRONGLY DISAGREE",NA,"Strongly Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"BALLOT A",NA,NA,"2014BALLOT A119"
"120",2014,120,"WORKING FULLTIME",NA,28,"TOO LITTLE","excellent","yes","yes","disagree",NA,"Agree","Strongly Disagree",0,15,0,"No","No","No","Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT A",NA,NA,"2014BALLOT A120"
"121",2014,121,"KEEPING HOUSE","yes",51,NA,"excellent","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,3,"BALLOT C",NA,NA,"2014BALLOT C121"
"122",2014,122,"retired","yes",61,"TOO LITTLE","excellent","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT C",NA,NA,"2014BALLOT C122"
"123",2014,123,"WORKING PARTTIME",NA,61,"ABOUT RIGHT","excellent","yes","no",NA,NA,"Strongly Agree","Agree",10,0,5,"Yes","No","No","Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C123"
"124",2014,124,"retired","yes",74,"TOO LITTLE",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT B",NA,NA,"2014BALLOT B124"
"125",2014,125,"WORKING FULLTIME",NA,29,"ABOUT RIGHT","good","yes","no",NA,NA,"Agree","Agree",0,2,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT C",NA,NA,"2014BALLOT C125"
"126",2014,126,"retired","yes",71,NA,"fair","yes","yes","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"BALLOT A",NA,NA,"2014BALLOT A126"
"127",2014,127,"retired","yes",47,NA,"fair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C127"
"128",2014,128,"WORKING FULLTIME",NA,80,"TOO LITTLE","good","yes","no",NA,NA,"Disagree","Disagree",2,0,1,"No","No","No","No",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C128"
"129",2014,129,"WORKING FULLTIME",NA,48,NA,"good",NA,"no","disagree",NA,"Agree","Agree",0,30,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"BALLOT A",NA,NA,"2014BALLOT A129"
"130",2014,130,"retired","yes",54,"ABOUT RIGHT","good","yes","no","agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A130"
"131",2014,131,"WORKING FULLTIME",NA,53,"ABOUT RIGHT","good","yes","no",NA,NA,"Strongly Agree","Strongly Disagree",30,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C131"
"132",2014,132,"WORKING FULLTIME",NA,63,NA,NA,NA,NA,"agree",NA,"Agree","Agree",0,0,0,"Yes","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,1,"BALLOT B",NA,NA,"2014BALLOT B132"
"133",2014,133,"retired","yes",40,NA,"excellent","yes","no","agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"BALLOT A",NA,NA,"2014BALLOT A133"
"134",2014,134,"TEMP NOT WORKING",NA,51,NA,"excellent","yes","no",NA,NA,"Agree","Strongly Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,4,"BALLOT C",NA,NA,"2014BALLOT C134"
"135",2014,135,"other","yes",31,"TOO LITTLE",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT B",NA,NA,"2014BALLOT B135"
"136",2014,136,"WORKING FULLTIME",NA,51,NA,"excellent","yes","yes","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"BALLOT A",NA,NA,"2014BALLOT A136"
"137",2014,137,"WORKING FULLTIME",NA,80,NA,"good","yes","no","STRONGLY DISAGREE",NA,"Strongly Agree","Strongly Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"BALLOT A",NA,NA,"2014BALLOT A137"
"138",2014,138,"retired","yes",35,"ABOUT RIGHT","excellent","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGREE STRONGLY",NA,"BALLOT A",NA,NA,"2014BALLOT A138"
"139",2014,139,"WORKING FULLTIME",NA,61,NA,"good","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"BALLOT A",NA,NA,"2014BALLOT A139"
"140",2014,140,"WORKING FULLTIME",NA,48,NA,"excellent","yes","no","agree",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"BALLOT A",NA,NA,"2014BALLOT A140"
"141",2014,141,"WORKING FULLTIME",NA,51,"TOO LITTLE",NA,NA,NA,"agree",NA,"Agree","Strongly Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT B",NA,NA,"2014BALLOT B141"
"142",2014,142,"WORKING FULLTIME",NA,64,NA,"good",NA,"no",NA,NA,"Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,4,"BALLOT C",NA,NA,"2014BALLOT C142"
"143",2014,143,"WORKING FULLTIME",NA,45,NA,NA,NA,NA,"disagree",NA,"Disagree","Disagree",1,0,0,"No","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,1,"BALLOT B",NA,NA,"2014BALLOT B143"
"144",2014,144,"WORKING FULLTIME",NA,42,"TOO LITTLE","good","no","no",NA,NA,"Strongly Agree","Disagree",0,0,0,"Yes","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGREE STRONGLY",NA,"BALLOT C",NA,NA,"2014BALLOT C144"
"145",2014,145,"retired","yes",32,NA,"good","no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGREE STRONGLY",NA,"BALLOT C",NA,NA,"2014BALLOT C145"
"146",2014,146,"TEMP NOT WORKING",NA,61,"TOO LITTLE","excellent","yes","no",NA,NA,"Strongly Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT C",NA,NA,"2014BALLOT C146"
"147",2014,147,"WORKING FULLTIME",NA,53,"TOO MUCH","fair","yes","no",NA,NA,"Strongly Agree","Disagree",10,1,5,"Yes","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,"BALLOT C",NA,NA,"2014BALLOT C147"
"148",2014,148,"KEEPING HOUSE","yes",52,NA,"excellent","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,6,"BALLOT C",NA,NA,"2014BALLOT C148"
"149",2014,149,"WORKING FULLTIME",NA,31,NA,NA,NA,NA,NA,NA,"Disagree","Strongly Agree",30,7,7,"Yes","No","Yes","Yes",10,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B",NA,NA,"2014BALLOT B149"
"150",2014,150,"WORKING FULLTIME",NA,38,NA,NA,NA,NA,"agree",NA,"Strongly Agree","Strongly Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT B",NA,NA,"2014BALLOT B150"
"151",2014,151,"WORKING PARTTIME",NA,48,NA,"excellent","yes","yes",NA,NA,"Strongly Agree","Strongly Agree",0,0,7,"No","No","No","No",7,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,NA,"2014BALLOT C151"
"152",2014,152,"retired","yes",61,"ABOUT RIGHT",NA,"yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT C",NA,NA,"2014BALLOT C152"
"153",2014,153,"WORKING FULLTIME",NA,30,"TOO MUCH","good","yes","yes",NA,NA,"Strongly Agree","Strongly Agree",0,20,0,"No","Yes","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C153"
"154",2014,154,"WORKING FULLTIME",NA,18,"ABOUT RIGHT","excellent",NA,"no","disagree",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT A",NA,NA,"2014BALLOT A154"
"155",2014,155,"WORKING PARTTIME",NA,25,NA,NA,NA,NA,"disagree",NA,"Strongly Agree",NA,0,0,0,"No","No","No","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT B",NA,NA,"2014BALLOT B155"
"156",2014,156,"retired","yes",42,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B",NA,NA,"2014BALLOT B156"
"157",2014,157,"WORKING FULLTIME",NA,44,"ABOUT RIGHT","fair","yes","yes","agree",NA,"Strongly Disagree","Agree",2,10,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT A",NA,NA,"2014BALLOT A157"
"158",2014,158,"other","yes",32,"TOO LITTLE","poor","yes","yes","agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,"BALLOT A",NA,NA,"2014BALLOT A158"
"159",2014,159,"WORKING FULLTIME",NA,37,NA,"fair","no","no",NA,NA,"Disagree","Disagree",7,8,5,"No","Yes","No","No",3,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT C",NA,NA,"2014BALLOT C159"
"160",2014,160,"retired","yes",59,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"agree",NA,"BALLOT B",NA,NA,"2014BALLOT B160"
"161",2014,161,"WORKING FULLTIME",NA,45,"TOO LITTLE","good","yes","yes",NA,NA,"Strongly Agree","Agree",0,2,0,"No","No","No","Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C161"
"162",2014,162,"WORKING FULLTIME",NA,40,"TOO LITTLE",NA,NA,NA,"STRONGLY DISAGREE",NA,"Agree","Strongly Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT B",NA,NA,"2014BALLOT B162"
"163",2014,163,"retired","yes",64,"ABOUT RIGHT","excellent","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT C",NA,NA,"2014BALLOT C163"
"164",2014,164,"WORKING FULLTIME",NA,50,NA,NA,NA,NA,"disagree",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,5,"BALLOT B",NA,NA,"2014BALLOT B164"
"165",2014,165,"WORKING FULLTIME",NA,60,"ABOUT RIGHT","excellent","yes","no",NA,NA,"Strongly Agree","Strongly Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C165"
"166",2014,166,"retired","yes",32,NA,"good","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,6,"BALLOT C",NA,NA,"2014BALLOT C166"
"167",2014,167,"other","yes",73,NA,"fair","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"BALLOT A",NA,NA,"2014BALLOT A167"
"168",2014,168,"retired","yes",64,NA,NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,2,"BALLOT B",NA,NA,"2014BALLOT B168"
"169",2014,169,"retired","yes",69,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,4,"BALLOT B",NA,NA,"2014BALLOT B169"
"170",2014,170,"retired","yes",31,NA,NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,5,"BALLOT B",NA,NA,"2014BALLOT B170"
"171",2014,171,"WORKING PARTTIME",NA,50,"TOO LITTLE","fair","yes","no",NA,NA,"Strongly Disagree","Strongly Disagree",30,30,7,"Yes","Yes","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT C",NA,NA,"2014BALLOT C171"
"172",2014,172,"WORKING FULLTIME",NA,36,"ABOUT RIGHT","good","yes","no",NA,NA,"Agree","Disagree",0,0,0,"Yes","Yes","No","No",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C172"
"173",2014,173,"WORKING FULLTIME",NA,53,NA,"good","yes","no",NA,NA,"Strongly Agree","Strongly Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,6,"BALLOT C",NA,NA,"2014BALLOT C173"
"174",2014,174,"KEEPING HOUSE","yes",45,NA,"poor","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"BALLOT A",NA,NA,"2014BALLOT A174"
"175",2014,175,"retired","yes",36,NA,"fair","yes",NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"BALLOT A",NA,NA,"2014BALLOT A175"
"176",2014,176,"WORKING PARTTIME",NA,43,NA,"good","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"BALLOT A",NA,NA,"2014BALLOT A176"
"177",2014,177,"retired","yes",46,"ABOUT RIGHT","excellent","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT C",NA,NA,"2014BALLOT C177"
"178",2014,178,"WORKING PARTTIME",NA,31,"ABOUT RIGHT","fair","yes","no",NA,NA,"Agree","Agree",0,7,0,"No","No","No","No",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C178"
"179",2014,179,"WORKING PARTTIME",NA,64,"TOO MUCH","good","yes","no",NA,NA,"Agree","Strongly Agree",0,0,0,"Yes","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C179"
"180",2014,180,"WORKING FULLTIME",NA,71,"ABOUT RIGHT","fair","yes","no","STRONGLY DISAGREE",NA,"Strongly Agree","Strongly Disagree",0,0,0,"Yes","Yes","No","No",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT A",NA,NA,"2014BALLOT A180"
"181",2014,181,"WORKING FULLTIME",NA,48,NA,NA,NA,NA,"STRONGLY DISAGREE",NA,"Strongly Agree","Agree",0,5,5,"Yes","No","Yes","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B",NA,NA,"2014BALLOT B181"
"182",2014,182,"KEEPING HOUSE","no",NA,NA,NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,4,"BALLOT B",NA,NA,"2014BALLOT B182"
"183",2014,183,"KEEPING HOUSE","no",NA,"TOO LITTLE","good","no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT C",NA,NA,"2014BALLOT C183"
"184",2014,184,"WORKING FULLTIME",NA,40,"TOO LITTLE","fair","yes","no","agree",NA,"Strongly Agree","Disagree",0,0,0,"Yes","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A184"
"185",2014,185,"KEEPING HOUSE","yes",26,"TOO LITTLE","fair","no","yes","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A185"
"186",2014,186,"WORKING PARTTIME",NA,46,"TOO LITTLE","fair","yes","no",NA,NA,"Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C186"
"187",2014,187,"WORKING FULLTIME",NA,17,"ABOUT RIGHT",NA,NA,NA,"STRONGLY AGREE",NA,"Strongly Agree","Strongly Disagree",0,0,0,"Yes","Yes","No","No",0,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT B",NA,NA,"2014BALLOT B187"
"188",2014,188,"WORKING PARTTIME",NA,28,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,2,"BALLOT B",NA,NA,"2014BALLOT B188"
